symbol,hypothesis_id,session_date,timestamp,diagnostic,sweep_depth_ticks,scenario,equity_before_session,direction,actual_quantity
QQQ,HYP-FCR-03,2024-11-08,2024-11-08T15:40:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.49999999999954525,baseline,947.353969920022,,
QQQ,HYP-FCR-03,2024-12-17,2024-12-17T16:05:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,935.1665837900221,,
QQQ,HYP-FCR-03,2022-02-07,2022-02-07T16:10:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,1021.0915256200009,,
QQQ,HYP-FCR-03,2022-04-07,2022-04-07T14:55:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,1057.831238960004,,
QQQ,HYP-FCR-03,2022-06-21,2022-06-21T17:35:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.49999999999954525,stress,1030.721669880007,,
QQQ,HYP-FCR-03,2022-07-13,2022-07-13T14:30:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,1022.5643983600087,,
QQQ,HYP-FCR-03,2022-09-22,2022-09-22T14:20:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,977.338286300013,,
QQQ,HYP-FCR-03,2022-10-25,2022-10-25T16:50:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,989.6813879800138,,
QQQ,HYP-FCR-03,2022-11-02,2022-11-02T14:45:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,978.7057242400142,,
QQQ,HYP-FCR-03,2022-11-25,2022-11-25T15:30:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.8300000000019736,stress,986.3992797200146,,
QQQ,HYP-FCR-03,2022-11-30,2022-11-30T15:50:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,983.2411611200149,,
QQQ,HYP-FCR-03,2023-03-22,2023-03-22T16:50:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,987.9542035800198,,
QQQ,HYP-FCR-03,2023-03-23,2023-03-23T18:15:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,991.6310395800198,,
QQQ,HYP-FCR-03,2023-06-13,2023-06-13T14:00:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,979.1726225400228,,
