event_type,horizon,symbol,orientation,year,count,event_count,available_count,session_count,mean_reversal_return,median_reversal_return,std_reversal_return,favorable_percentage,mean_continuation_return,median_continuation_return,mean_mfe,median_mfe,mean_mae,median_mae,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
EVENT-01,5min,SPY,long_reversal,2024,184,184,184,184,1.058697909959873e-05,6.0292183123200616e-05,0.0008700757331638816,0.5543478260869565,-1.058697909959873e-05,-6.0292183123200616e-05,0.0006084365485819434,0.0005125018671722215,-0.0006368720513540813,-0.0004092732607531291,-0.00010665720838397341,0.00013934361200604276,session_date,17
EVENT-01,60min,QQQ,long_reversal,2022,178,178,175,178,0.0003269524649544949,2.7959514622866166e-05,0.00645968777184564,0.5028571428571429,-0.0003269524649544949,-2.7959514622866166e-05,0.005253103072040037,0.003983777769802188,-0.004781702154539753,-0.0039543901408992665,-0.0007373908855231475,0.0012441252695482047,session_date,17
EVENT-01,60min,QQQ,long_reversal,2023,169,169,162,169,-0.00014117503668054362,0.0001281846299517886,0.004005462499513547,0.5061728395061729,0.00014117503668054362,-0.0001281846299517886,0.0030662671964858993,0.002581383007771665,-0.0031855574844118057,-0.0025179463045794104,-0.0007458129073996682,0.0004295958709470041,session_date,17
EVENT-01,60min,QQQ,long_reversal,2024,168,168,165,168,-0.00026649659536858735,0.00041799880248993837,0.004064038885708705,0.5333333333333333,0.00026649659536858735,-0.00041799880248993837,0.002660530125700328,0.0021159630743698976,-0.0032547509070104544,-0.002398192132085142,-0.0008913339211320389,0.0002951352523562967,session_date,17
EVENT-01,60min,SPY,long_reversal,2022,185,185,182,185,0.0001303757218239041,-0.0003082715040130246,0.004727862259361923,0.45604395604395603,-0.0001303757218239041,0.0003082715040130246,0.0036597584214439994,0.0028614972647643677,-0.00358078990747747,-0.0029817971565983536,-0.0005873253178307405,0.000808142993396601,session_date,17
EVENT-01,60min,SPY,long_reversal,2023,181,181,173,181,-0.00021890302205681227,-0.0002707253681616395,0.0030469367195018423,0.4624277456647399,0.00021890302205681227,0.0002707253681616395,0.0021717673789146833,0.0016856812933025989,-0.002414247721797626,-0.0017737235525148165,-0.000670593039045016,0.0001969699579535058,session_date,17
EVENT-01,60min,SPY,long_reversal,2024,184,184,181,184,-0.0002382455042250528,0.00010589423013596111,0.0027494436523041407,0.5193370165745856,0.0002382455042250528,-0.00010589423013596111,0.0016888487320919675,0.0012768616370997243,-0.002115361562167476,-0.0013936578468995986,-0.0006554656716480364,0.0001985831774761433,session_date,17
EVENT-01,session_close,QQQ,long_reversal,2022,178,178,177,178,-0.0006162026558734247,-0.0009631031848826854,0.014187153391649984,0.4576271186440678,0.0006162026558734247,0.0009631031848826854,0.009961318182911467,0.006850812622986702,-0.010047132826623789,-0.007489106753812647,-0.0027444951980352726,0.0016683631580096288,session_date,17
EVENT-01,session_close,QQQ,long_reversal,2023,169,169,169,169,0.0004529259874556588,0.0009251169245001467,0.007669230108176503,0.5384615384615384,-0.0004529259874556588,-0.0009251169245001467,0.005778464350774684,0.004874926137482749,-0.00547315677423883,-0.004422857763065058,-0.0006449131866648793,0.0015892804323437927,session_date,17
EVENT-01,session_close,QQQ,long_reversal,2024,168,168,167,168,-0.00037586882763469007,0.0005490318192618027,0.0077670517889084235,0.5389221556886228,0.00037586882763469007,-0.0005490318192618027,0.004965991227805273,0.003898517351432096,-0.005923722388786998,-0.0042560953365355925,-0.0016292698425012901,0.0008400891959014719,session_date,17
