event_type,horizon,symbol,orientation,year,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
EVENT-07,session_close,SPY,long_reversal,2024,-0.0011055340805063733,0.0005164622369360077,session_date,17
EVENT-08,15min,QQQ,short_reversal,2022,-0.0011267129734991773,-0.00018450487198131956,session_date,17
EVENT-08,15min,QQQ,short_reversal,2023,-0.0006284241659125651,-5.981232413710745e-05,session_date,17
EVENT-08,15min,QQQ,short_reversal,2024,-0.0005946751889995335,-0.00014792907586350047,session_date,17
EVENT-08,15min,SPY,short_reversal,2022,-0.0007141615726485103,5.499103338772277e-05,session_date,17
EVENT-08,15min,SPY,short_reversal,2023,-0.00033201503906077714,7.014438317757304e-05,session_date,17
EVENT-08,15min,SPY,short_reversal,2024,-0.00029693789407561714,-1.4628067718484484e-06,session_date,17
EVENT-08,30min,QQQ,short_reversal,2022,-0.0011358602666935965,0.00029611249844307356,session_date,17
EVENT-08,30min,QQQ,short_reversal,2023,-0.0006531488118520549,0.00022952141277598557,session_date,17
EVENT-08,30min,QQQ,short_reversal,2024,-0.0008793383264283504,-0.0001482874461409152,session_date,17
EVENT-08,30min,SPY,short_reversal,2022,-0.0011413983741328842,-1.050881715690991e-05,session_date,17
EVENT-08,30min,SPY,short_reversal,2023,-0.0003558223293851692,0.0002864050068053273,session_date,17
EVENT-08,30min,SPY,short_reversal,2024,-0.000490425552049583,-9.743483438915803e-05,session_date,17
EVENT-08,5min,QQQ,short_reversal,2022,-0.0005851955132419946,-1.5063848854460175e-05,session_date,17
EVENT-08,5min,QQQ,short_reversal,2023,-0.00022310548523408395,0.0001088541171858364,session_date,17
EVENT-08,5min,QQQ,short_reversal,2024,-0.00030486783165047516,3.06294484984382e-05,session_date,17
EVENT-08,5min,SPY,short_reversal,2022,-0.0003999501046252874,2.0220068921166337e-05,session_date,17
EVENT-08,5min,SPY,short_reversal,2023,-0.00014223318072554045,9.861873032261206e-05,session_date,17
EVENT-08,5min,SPY,short_reversal,2024,-0.00016095456990571294,3.281355381081752e-05,session_date,17
EVENT-08,60min,QQQ,short_reversal,2022,-0.0015691890389018875,0.0003596035208432251,session_date,17
EVENT-08,60min,QQQ,short_reversal,2023,-0.0011512440715318792,7.292188817460098e-05,session_date,17
EVENT-08,60min,QQQ,short_reversal,2024,-0.001236136735924188,-0.0003000373740944116,session_date,17
EVENT-08,60min,SPY,short_reversal,2022,-0.0012940432099506755,1.1090001794428168e-05,session_date,17
EVENT-08,60min,SPY,short_reversal,2023,-0.0005447966471071031,0.00025683982681912686,session_date,17
EVENT-08,60min,SPY,short_reversal,2024,-0.0006805064316210152,2.317117976966332e-05,session_date,17
EVENT-08,session_close,QQQ,short_reversal,2022,-0.0030306878275523984,0.000757904999363353,session_date,17
EVENT-08,session_close,QQQ,short_reversal,2023,-0.0026126547717122035,-0.00021607018391794474,session_date,17
EVENT-08,session_close,QQQ,short_reversal,2024,-0.0015647884158348914,0.0002882607891642376,session_date,17
EVENT-08,session_close,SPY,short_reversal,2022,-0.0026273587370969904,0.0004238635691811442,session_date,17
EVENT-08,session_close,SPY,short_reversal,2023,-0.001513269415855184,0.00015868860259245506,session_date,17
EVENT-08,session_close,SPY,short_reversal,2024,-0.0009508719053670474,0.0005492444609030101,session_date,17
EVENT-09,15min,QQQ,long_reversal,2022,-0.00038371241746585694,0.0012690347474221234,session_date,17
EVENT-09,15min,QQQ,long_reversal,2023,-0.0002592874473249167,0.0008072484938200798,session_date,17
EVENT-09,15min,QQQ,long_reversal,2024,-0.0002330601186635322,0.000523810244319304,session_date,17
EVENT-09,15min,SPY,long_reversal,2022,-0.00042616115231005475,0.0007012871281170851,session_date,17
EVENT-09,15min,SPY,long_reversal,2023,-0.000547656904196233,0.00038626766313144584,session_date,17
EVENT-09,15min,SPY,long_reversal,2024,-0.00011925254146832934,0.0003766935576709911,session_date,17
EVENT-09,30min,QQQ,long_reversal,2022,-0.0010755373808909502,0.0008050132169760307,session_date,17
EVENT-09,30min,QQQ,long_reversal,2023,-0.00036149312259573153,0.0008637927870419614,session_date,17
EVENT-09,30min,QQQ,long_reversal,2024,-0.00023270206181222282,0.0009123375567604222,session_date,17
EVENT-09,30min,SPY,long_reversal,2022,-0.0008761529466081802,0.0005790932431226192,session_date,17
EVENT-09,30min,SPY,long_reversal,2023,-0.0010170477999633114,0.00028762668940385527,session_date,17
