symbol,session_date,direction,opening_high,opening_low,last_sweep_time,signal_time,signal_close,fvg_size,stop,target,intended_quantity,actual_quantity,entry_time,entry_price,exit_time,exit_price,exit_reason,gross_pnl,commission,slippage_cost,net_pnl,intended_R,realized_R,intended_risk,realized_risk,risk_percent_intended,risk_percent_realized,quantity_rejection_reason,hypothesis_id,scenario,equity_before,equity_after,fvg_size_ticks,atr_14,fvg_size_normalized_by_atr,bars_since_last_sweep,confirmation_offset_bars,sweep_depth_ticks,stop_distance,minutes_between_last_touch_and_confirmation,original_body_stop,structural_stop_distance_from_original,structural_segment_bars,year,entry_hour
QQQ,2022-08-02,long,315.15,312.61,2022-08-02T14:10:00+00:00,2022-08-02T14:45:00+00:00,314.9642,0.17000000000001592,311.8301,321.2324,1,1,2022-08-02T14:50:00+00:00,314.96999999999997,2022-08-02T19:59:00+00:00,314.28000000000003,FORCED_SESSION_CLOSE,-0.6899999999999409,0.12585000000000002,0.025799999999946976,-0.8158499999999409,-0.22015889729107022,-0.26031396573177107,5.002447378400041,3.1340999999999894,0.005,0.0031325666847917804,,HYP-FCR-04,stress,1000.4894756800081,999.6736256800082,17.00000000000159,1.1234642857142856,0.15131767174239266,7,7,76.99000000000069,3.1340999999999894,35.0,313.71000000000004,1.8799000000000206,8,2022,10
SPY,2022-08-02,short,409.77,407.6787,2022-08-02T19:05:00+00:00,2022-08-02T19:20:00+00:00,408.62,0.03000000000002956,409.84139999999996,406.1772000000001,2,2,2022-08-02T19:25:00+00:00,408.59000000000003,2022-08-02T19:36:00+00:00,409.86139999999995,STOP_LOSS,-2.542799999999829,0.32738056,0.09999999999990905,-2.870180559999829,-1.0409366300965746,-1.1749551989519906,5.039852052200031,2.44279999999992,0.005,0.0024234838391075115,,HYP-FCR-04,stress,1007.9704104400062,1005.1002298800063,3.000000000002956,0.6413000000000011,0.04677997816938953,3,3,6.1399999999991905,1.22139999999996,15.0,409.51,0.3313999999999737,4,2022,15
QQQ,2022-08-03,short,319.32,315.99,2022-08-03T14:15:00+00:00,2022-08-03T14:20:00+00:00,319.02,0.39999999999997726,320.09999999999997,316.86,3,3,2022-08-03T14:25:00+00:00,319.01,2022-08-03T15:10:00+00:00,320.11999999999995,STOP_LOSS,-3.3299999999998704,0.383478,0.08999999999991815,-3.7134779999998706,-1.027777777777753,-1.1461351851851622,4.998368128400041,3.2399999999999523,0.005,0.00324105779803484,,HYP-FCR-04,stress,999.6736256800082,995.9601476800083,39.999999999997726,1.0034727272727288,0.3986157163305379,1,1,76.99999999999818,1.079999999999984,5.0,320.13,0.03000000000002956,2,2022,10
SPY,2022-08-03,short,411.725,410.0,2022-08-03T14:15:00+00:00,2022-08-03T14:20:00+00:00,410.965,0.9099999999999682,412.3412,408.2125999999999,2,2,2022-08-03T14:25:00+00:00,410.97,2022-08-03T15:12:00+00:00,412.3612,STOP_LOSS,-2.7823999999999387,0.32933248000000004,0.05000000000006821,-3.111732479999939,-1.0108995785495778,-1.130552419706383,5.025501149400031,2.7524000000000797,0.005,0.0027384333603512104,,HYP-FCR-04,stress,1005.1002298800063,1001.9884974000064,90.99999999999682,0.8156727272727267,1.1156435290445876,1,1,60.62000000000012,1.3762000000000398,5.0,412.17,0.1711999999999989,2,2022,10
SPY,2022-08-04,short,415.05,413.43,2022-08-04T14:05:00+00:00,2022-08-04T14:20:00+00:00,413.7,0.10000000000002274,415.09999999999997,410.90000000000003,2,2,2022-08-04T14:25:00+00:00,413.67,2022-08-04T19:59:00+00:00,414.19,FORCED_SESSION_CLOSE,-1.0399999999999636,0.331144,0.09999999999990905,-1.3711439999999637,-0.37142857142856445,-0.4896942857142807,5.009942487000032,2.7999999999999545,0.005,0.0027944432568492443,,HYP-FCR-04,stress,1001.9884974000064,1000.6173534000064,10.000000000002274,0.8204545454545485,0.12188365650972255,3,3,3.999999999996362,1.3999999999999773,15.0,414.5935,0.50649999999996,4,2022,10
QQQ,2022-08-04,long,324.52,322.21,2022-08-04T15:45:00+00:00,2022-08-04T15:50:00+00:00,323.16,0.4200000000000159,322.02,325.4400000000001,3,3,2022-08-04T15:55:00+00:00,323.16999999999996,2022-08-04T19:59:00+00:00,324.305,FORCED_SESSION_CLOSE,3.4050000000001432,0.38848499999999997,0.08999999999974762,3.016515000000143,0.9956140350877235,0.8820219298245698,4.979800738400042,3.4200000000001296,0.005,0.003433872337127831,,HYP-FCR-04,stress,995.9601476800083,998.9766626800084,42.00000000000159,0.7597214285714203,0.5528342155489594,1,1,18.000000000000682,1.1400000000000432,5.0,321.25,0.7699999999999818,2,2022,11
QQQ,2022-08-05,short,321.43,319.09,2022-08-05T15:00:00+00:00,2022-08-05T15:05:00+00:00,321.04,0.5500000000000114,321.88,319.36000000000007,3,3,2022-08-05T15:10:00+00:00,321.01,2022-08-05T15:23:00+00:00,319.38000000000005,TAKE_PROFIT,4.889999999999816,0.384234,0.1500000000000341,4.505765999999816,1.9404761904761751,1.788002380952361,4.9948833134000425,2.519999999999925,0.005,0.002522581451742211,,HYP-FCR-04,stress,998.9766626800084,1003.4824286800082,55.00000000000114,0.7950642857142854,0.6917679612610087,1,1,43.99999999999977,0.839999999999975,5.0,322.1357,0.25569999999999027,2,2022,11
SPY,2022-08-05,short,412.23,409.6,2022-08-05T15:10:00+00:00,2022-08-05T15:25:00+00:00,410.22,0.5199999999999818,412.67,405.32000000000005,2,2,2022-08-05T15:30:00+00:00,410.195,2022-08-05T17:04:00+00:00,412.69,STOP_LOSS,-4.990000000000009,0.329154,0.09000000000003183,-5.319154000000009,-1.0183673469387822,-1.085541632653068,5.003086767000032,4.899999999999977,0.005,0.004896976834701322,,HYP-FCR-04,stress,1000.6173534000064,995.2981994000064,51.99999999999818,0.6564999999999982,0.7920792079207666,3,3,43.00000000000068,2.4499999999999886,15.0,411.90999999999997,0.7600000000000477,4,2022,11
QQQ,2022-08-08,short,326.29,321.91,2022-08-08T14:00:00+00:00,2022-08-08T14:50:00+00:00,324.34,0.5695999999999799,326.48,320.0599999999999,2,2,2022-08-08T14:55:00+00:00,324.31,2022-08-08T18:05:00+00:00,320.07999999999987,TAKE_PROFIT,8.460000000000264,0.257756,0.09999999999990905,8.202244000000263,1.9766355140187133,1.916412149532733,5.017412143400041,4.280000000000086,0.005,0.004265146930006582,,HYP-FCR-04,stress,1003.4824286800082,1011.6846726800085,56.95999999999799,0.7975214285714287,0.7142127842511815,10,10,18.000000000000682,2.140000000000043,50.0,325.55,0.9300000000000068,11,2022,10
SPY,2022-08-08,short,417.62,414.92,2022-08-08T14:00:00+00:00,2022-08-08T14:50:00+00:00,416.63,0.1500000000000341,417.63,414.63,2,2,2022-08-08T14:55:00+00:00,416.58000000000004,2022-08-08T15:39:00+00:00,414.65,TAKE_PROFIT,3.8600000000001273,0.332492,0.13999999999987267,3.527508000000127,1.9300000000000637,1.7637540000000635,4.976490997000032,2.0,0.005,0.0020094480239245443,,HYP-FCR-04,stress,995.2981994000064,998.8257074000065,15.00000000000341,0.5893499999999919,0.25451768897944543,10,10,0.0,1.0,50.0,417.34999999999997,0.28000000000002956,11,2022,10
